"Plot Title: TO11-S6"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163326, SEN S/N: 10163326)","Intensity, Lux (LGR S/N: 10163326, SEN S/N: 10163326)","Bad Battery (LGR S/N: 10163326)","Coupler Attached (LGR S/N: 10163326)","Host Connected (LGR S/N: 10163326)","Stopped (LGR S/N: 10163326)","End Of File (LGR S/N: 10163326)"
255,10/25/13 01:00:00 PM,6.978,818.1,,,,,
256,10/25/13 04:00:00 PM,7.782,419.8,,,,,
257,10/25/13 07:00:00 PM,8.282,0.0,,,,,
258,10/25/13 10:00:00 PM,7.682,0.0,,,,,
259,10/26/13 01:00:00 AM,6.877,0.0,,,,,
260,10/26/13 04:00:00 AM,5.141,0.0,,,,,
261,10/26/13 07:00:00 AM,4.311,0.0,,,,,
262,10/26/13 10:00:00 AM,4.415,2583.4,,,,,
263,10/26/13 01:00:00 PM,5.141,236.8,,,,,
264,10/26/13 04:00:00 PM,6.573,193.8,,,,,
265,10/26/13 07:00:00 PM,6.573,0.0,,,,,
266,10/26/13 10:00:00 PM,5.757,0.0,,,,,
267,10/27/13 01:00:00 AM,5.141,0.0,,,,,
268,10/27/13 04:00:00 AM,4.831,0.0,,,,,
269,10/27/13 07:00:00 AM,5.141,0.0,,,,,
270,10/27/13 10:00:00 AM,5.757,635.1,,,,,
271,10/27/13 01:00:00 PM,6.471,1216.3,,,,,
272,10/27/13 04:00:00 PM,7.079,1280.9,,,,,
273,10/27/13 07:00:00 PM,5.757,0.0,,,,,
274,10/27/13 10:00:00 PM,5.552,0.0,,,,,
275,10/28/13 01:00:00 AM,5.141,0.0,,,,,
276,10/28/13 04:00:00 AM,5.244,0.0,,,,,
277,10/28/13 07:00:00 AM,4.831,0.0,,,,,
278,10/28/13 10:00:00 AM,4.831,258.3,,,,,
279,10/28/13 01:00:00 PM,5.552,269.1,,,,,
280,10/28/13 04:00:00 PM,5.962,193.8,,,,,
281,10/28/13 07:00:00 PM,5.037,0.0,,,,,
282,10/28/13 10:00:00 PM,3.367,0.0,,,,,
283,10/29/13 01:00:00 AM,2.624,0.0,,,,,
284,10/29/13 04:00:00 AM,1.980,0.0,,,,,
